,loss,accuracy,val_loss,val_accuracy
0,1.518312692642212,0.4203609526157379,1.2253023386001587,0.5662225484848022
1,0.8648810386657715,0.668302059173584,0.8877116441726685,0.7343260049819946
2,0.6685227155685425,0.8060277104377747,0.705507218837738,0.8228840231895447
3,0.5090177655220032,0.8701594471931458,0.587714433670044,0.8518808484077454
4,0.38978448510169983,0.9018748998641968,0.4690372347831726,0.8840125203132629
5,0.31959283351898193,0.9190467596054077,0.41210153698921204,0.8906739950180054
6,0.27346140146255493,0.9327142238616943,0.38670676946640015,0.8938087821006775
7,0.24861496686935425,0.9377956986427307,0.3376789689064026,0.902429461479187
8,0.2268468588590622,0.9441037178039551,0.32319557666778564,0.9098746180534363
9,0.21342867612838745,0.9437533020973206,0.3096974194049835,0.9239811897277832
10,0.2003646343946457,0.9497109055519104,0.31803664565086365,0.9079153537750244
11,0.18975524604320526,0.952339231967926,0.2934876084327698,0.9235893487930298
12,0.18252681195735931,0.953565776348114,0.2867873013019562,0.9188871383666992
13,0.17595835030078888,0.9568950533866882,0.2849515378475189,0.9231975078582764
14,0.16993720829486847,0.9572454690933228,0.2806633710861206,0.9216300845146179
15,0.16356520354747772,0.9591729640960693,0.27665451169013977,0.9267241358757019
16,0.16117414832115173,0.960049033164978,0.28400829434394836,0.917711615562439
17,0.15552456676959991,0.9637287259101868,0.280680388212204,0.917711615562439
18,0.15234720706939697,0.9642544388771057,0.2729622423648834,0.9239811897277832
19,0.14980073273181915,0.9632030725479126,0.2650540769100189,0.9278996586799622
20,0.14540858566761017,0.9660066366195679,0.25996479392051697,0.9290752410888672
21,0.14298461377620697,0.9654809832572937,0.26139214634895325,0.9294670820236206
22,0.1407264620065689,0.9675836563110352,0.2663209140300751,0.9259404540061951
23,0.13856308162212372,0.9667075276374817,0.2634837329387665,0.9271159768104553
24,0.1357536017894745,0.9675836563110352,0.25877845287323,0.9282915592193604
25,0.13363642990589142,0.9674084186553955,0.2553110420703888,0.9271159768104553
26,0.1320817470550537,0.9695111513137817,0.2619086802005768,0.9259404540061951
27,0.13103580474853516,0.9695111513137817,0.25568827986717224,0.9278996586799622
28,0.12926749885082245,0.9705624580383301,0.2576471269130707,0.9271159768104553
29,0.1277436763048172,0.9705624580383301,0.25742286443710327,0.9282915592193604
30,0.12637867033481598,0.9705624580383301,0.25832226872444153,0.9267241358757019
