,loss,accuracy,val_loss,val_accuracy
0,1.798276662826538,0.25530052185058594,1.6258171796798706,0.330720990896225
1,1.320457100868225,0.49816015362739563,1.2893552780151367,0.5775862336158752
2,0.9919402599334717,0.6096022725105286,1.0532853603363037,0.5865987539291382
3,0.812217116355896,0.6572629809379578,0.9016395211219788,0.6492946743965149
4,0.6917380094528198,0.7205186486244202,0.8034930229187012,0.7147335410118103
5,0.6112741231918335,0.7666023969650269,0.726158082485199,0.7692006230354309
6,0.5542446374893188,0.8007709980010986,0.6817036867141724,0.8295454382896423
7,0.5112176537513733,0.828281044960022,0.6413354873657227,0.8330721259117126
8,0.472982794046402,0.845277726650238,0.6022787094116211,0.8416928052902222
9,0.4377555549144745,0.8568424582481384,0.5634729862213135,0.8573668003082275
10,0.40100517868995667,0.8792710900306702,0.5329152345657349,0.8546238541603088
11,0.3702903091907501,0.9137901067733765,0.49591687321662903,0.9012539386749268
12,0.3390091359615326,0.9257052540779114,0.4335477948188782,0.9051724076271057
13,0.30618464946746826,0.9316628575325012,0.392041951417923,0.9102664589881897
14,0.2741676867008209,0.940599262714386,0.3615303635597229,0.9098746180534363
15,0.2555416226387024,0.941825807094574,0.34083792567253113,0.9141849279403687
16,0.23875048756599426,0.9455054998397827,0.3317665457725525,0.9173197746276855
17,0.23091737926006317,0.9460312128067017,0.3162772059440613,0.9137930870056152
18,0.2198828160762787,0.9514631032943726,0.3081693649291992,0.9181034564971924
19,0.2110385000705719,0.952339231967926,0.3035633862018585,0.9153605103492737
20,0.20363780856132507,0.9547923803329468,0.2974112629890442,0.9145768284797668
21,0.1980147510766983,0.9560189247131348,0.2935740351676941,0.9157523512840271
22,0.19322338700294495,0.9551427960395813,0.2879030406475067,0.9204545617103577
23,0.18755260109901428,0.9554932713508606,0.2904876470565796,0.9169278740882874
24,0.18282513320446014,0.9581215977668762,0.2828565835952759,0.9212382435798645
25,0.17981266975402832,0.9572454690933228,0.28289005160331726,0.9173197746276855
26,0.17663660645484924,0.9579463601112366,0.27568677067756653,0.9184952974319458
27,0.17417877912521362,0.95882248878479,0.2772150933742523,0.919670820236206
28,0.17122818529605865,0.9595233798027039,0.2743261754512787,0.917711615562439
29,0.1694873720407486,0.9596986174583435,0.2714847922325134,0.917711615562439
30,0.16743262112140656,0.9591729640960693,0.2751466929912567,0.9220219254493713
31,0.16591106355190277,0.9595233798027039,0.27311399579048157,0.9200627207756042
32,0.1639326810836792,0.9603995084762573,0.27061697840690613,0.9208464026451111
33,0.16232363879680634,0.9603995084762573,0.27206844091415405,0.9204545617103577
34,0.16067922115325928,0.9602242708206177,0.2709357440471649,0.919670820236206
35,0.16018639504909515,0.9607499837875366,0.27085134387016296,0.9184952974319458
36,0.15870903432369232,0.9614508748054504,0.27059200406074524,0.9200627207756042
