,loss,accuracy,val_loss,val_accuracy
0,1.2633038759231567,0.5247941017150879,0.9606764316558838,0.6692789793014526
1,0.7190938591957092,0.7667776346206665,0.7630432844161987,0.7629310488700867
2,0.535585880279541,0.8412476181983948,0.5933412909507751,0.8514890074729919
3,0.39996224641799927,0.9031014442443848,0.47068527340888977,0.8652037382125854
4,0.3168083131313324,0.9241282343864441,0.38440412282943726,0.8832288384437561
5,0.2686266005039215,0.9330646395683289,0.34004873037338257,0.8996865153312683
6,0.23252664506435394,0.9451550841331482,0.31220749020576477,0.9098746180534363
7,0.2060573399066925,0.9526897072792053,0.2986876964569092,0.903605043888092
8,0.18850372731685638,0.9554932713508606,0.27881935238838196,0.9181034564971924
9,0.17632782459259033,0.9602242708206177,0.2720188498497009,0.9235893487930298
10,0.16619500517845154,0.9614508748054504,0.26958101987838745,0.9137930870056152
11,0.16070103645324707,0.9621517658233643,0.2518934905529022,0.9302507638931274
12,0.15168166160583496,0.9651305675506592,0.2574782073497772,0.931034505367279
13,0.147478386759758,0.9633783102035522,0.25399351119995117,0.934952974319458
14,0.14530310034751892,0.9633783102035522,0.2458910495042801,0.9278996586799622
15,0.13882119953632355,0.9663571119308472,0.2504976689815521,0.9212382435798645
16,0.13486115634441376,0.9675836563110352,0.24694658815860748,0.9165360331535339
17,0.1340068131685257,0.9661818742752075,0.24630002677440643,0.9224137663841248
18,0.1289481371641159,0.9681093096733093,0.2423425018787384,0.9216300845146179
19,0.12573915719985962,0.9696863293647766,0.2346315085887909,0.9345611333847046
20,0.12306869029998779,0.9702120423316956,0.24284426867961884,0.9224137663841248
21,0.12182852625846863,0.9702120423316956,0.23956985771656036,0.9318181872367859
22,0.11984644830226898,0.9709129333496094,0.23648177087306976,0.9259404540061951
23,0.11825001984834671,0.9710881114006042,0.2337963581085205,0.9255486130714417
24,0.11581768840551376,0.9705624580383301,0.23640714585781097,0.9267241358757019
25,0.11409907788038254,0.9717890024185181,0.23429372906684875,0.9318181872367859
26,0.11297312378883362,0.9717890024185181,0.23710981011390686,0.9271159768104553
27,0.11202053725719452,0.9712633490562439,0.23241685330867767,0.9306426048278809
28,0.11069547384977341,0.9716138243675232,0.23821626603603363,0.9271159768104553
29,0.11054246127605438,0.9717890024185181,0.23116274178028107,0.9314263463020325
30,0.10880028456449509,0.9712633490562439,0.23131020367145538,0.9290752410888672
31,0.10815075784921646,0.972314715385437,0.2349415123462677,0.9290752410888672
32,0.10656087845563889,0.9719642400741577,0.23607857525348663,0.9302507638931274
