frame,sign,prob
6.0,4.0,0.7706586122512817
7.0,5.0,0.801155149936676
8.0,5.0,0.5907821655273438
9.0,4.0,0.509843111038208
10.0,5.0,0.7018281817436218
11.0,5.0,0.7933732271194458
12.0,5.0,0.7082816362380981
13.0,4.0,0.7285089492797852
14.0,6.0,0.7934768795967102
16.0,6.0,0.9888362288475037
17.0,1.0,0.8195648789405823
24.0,6.0,0.9977126121520996
27.0,6.0,0.9939303398132324
31.0,7.0,0.9483109712600708
35.0,7.0,0.9894667267799377
37.0,7.0,0.9902201890945435
40.0,7.0,0.9851028919219971
41.0,7.0,0.9657776951789856
42.0,7.0,0.9794460535049438
45.0,7.0,0.9817546010017395
