frame,sign,prob
1.0,5.0,0.9315626621246338
2.0,5.0,0.4126865565776825
3.0,5.0,0.9444192051887512
4.0,5.0,0.917330265045166
5.0,5.0,0.9140929579734802
6.0,5.0,0.9508018493652344
7.0,5.0,0.9419788718223572
8.0,5.0,0.9285752773284912
9.0,5.0,0.9440178871154785
10.0,5.0,0.9251444935798645
11.0,5.0,0.9091333746910095
12.0,5.0,0.9065422415733337
13.0,5.0,0.9459463953971863
14.0,5.0,0.948207437992096
15.0,5.0,0.9288324117660522
16.0,5.0,0.930481493473053
17.0,5.0,0.9501492977142334
18.0,5.0,0.9451209306716919
19.0,5.0,0.4310060143470764
20.0,5.0,0.949368953704834
21.0,5.0,0.933414876461029
22.0,5.0,0.9576683640480042
23.0,5.0,0.913541316986084
24.0,5.0,0.6869439482688904
25.0,5.0,0.4689271152019501
26.0,5.0,0.8339766263961792
27.0,5.0,0.4679373502731323
28.0,2.0,0.5127267837524414
29.0,5.0,0.8963109254837036
30.0,2.0,0.6318861842155457
31.0,5.0,0.8520597219467163
32.0,5.0,0.8747647404670715
33.0,5.0,0.9036224484443665
34.0,5.0,0.867583692073822
35.0,5.0,0.9039169549942017
36.0,5.0,0.8903287649154663
37.0,5.0,0.9003187417984009
38.0,5.0,0.8596492409706116
39.0,5.0,0.7068787813186646
40.0,6.0,0.9176422953605652
41.0,6.0,0.996351957321167
42.0,6.0,0.9998501539230347
43.0,6.0,0.9999020099639893
44.0,6.0,0.9999469518661499
45.0,6.0,0.9997377991676331
46.0,6.0,0.8278356790542603
47.0,7.0,0.9586028456687927
48.0,7.0,0.9597023725509644
49.0,7.0,0.9626103043556213
50.0,7.0,0.9711390733718872
51.0,7.0,0.9642395377159119
52.0,7.0,0.9697661399841309
53.0,7.0,0.9660915732383728
54.0,7.0,0.9424866437911987
55.0,7.0,0.9591231346130371
56.0,7.0,0.9547463655471802
57.0,7.0,0.977510392665863
58.0,7.0,0.9606045484542847
59.0,7.0,0.9811921119689941
60.0,7.0,0.9739799499511719
