frame,sign,prob
1.0,5.0,0.9555940628051758
2.0,4.0,0.6462196111679077
3.0,6.0,0.974698007106781
4.0,6.0,0.9908798933029175
5.0,6.0,0.9998192191123962
6.0,6.0,0.9998006224632263
7.0,6.0,0.9997768998146057
8.0,6.0,0.9998441934585571
9.0,6.0,0.9998356103897095
10.0,6.0,0.9963862895965576
11.0,6.0,0.9998279809951782
12.0,6.0,0.994156002998352
13.0,7.0,0.9260128736495972
14.0,7.0,0.9063891768455505
15.0,7.0,0.9107052683830261
16.0,7.0,0.8962960839271545
17.0,7.0,0.9618455171585083
18.0,7.0,0.9600380659103394
19.0,7.0,0.9442194700241089
20.0,7.0,0.9626411199569702
21.0,7.0,0.9763423204421997
22.0,7.0,0.9719493389129639
23.0,7.0,0.9706823825836182
24.0,7.0,0.9681941270828247
25.0,7.0,0.9733716249465942
26.0,7.0,0.9758017063140869
27.0,7.0,0.9758504033088684
28.0,7.0,0.9539436101913452
29.0,7.0,0.9613158106803894
30.0,7.0,0.8872948288917542
31.0,7.0,0.5263847708702087
33.0,2.0,0.5832747220993042
34.0,2.0,0.8391977548599243
35.0,2.0,0.6557994484901428
36.0,2.0,0.8082963824272156
