frame,sign,prob
1.0,2.0,0.27667897939682007
2.0,2.0,0.8418819904327393
3.0,2.0,0.8234930038452148
4.0,2.0,0.27742689847946167
5.0,2.0,0.7734588980674744
9.0,2.0,0.2810507118701935
11.0,5.0,0.9006525874137878
12.0,5.0,0.9958192110061646
13.0,5.0,0.8554227948188782
16.0,5.0,0.7962102293968201
17.0,5.0,0.6715067028999329
18.0,2.0,0.26436322927474976
19.0,6.0,0.9383185505867004
20.0,6.0,0.994453489780426
21.0,6.0,0.992238461971283
22.0,6.0,0.9885486364364624
23.0,6.0,0.9894919395446777
24.0,6.0,0.9787200093269348
25.0,6.0,0.9908549785614014
26.0,6.0,0.9959158301353455
27.0,6.0,0.5519096255302429
30.0,7.0,0.9850548505783081
31.0,7.0,0.9824897050857544
32.0,7.0,0.9852740168571472
33.0,2.0,0.27713361382484436
34.0,7.0,0.9883788824081421
