frame,sign,prob
1.0,5.0,0.981872022151947
2.0,5.0,0.9955270886421204
3.0,5.0,0.9975337982177734
4.0,5.0,0.9962745904922485
5.0,5.0,0.996192216873169
6.0,5.0,0.9976329803466797
7.0,5.0,0.9969750642776489
8.0,5.0,0.9925409555435181
9.0,4.0,0.9190705418586731
10.0,6.0,0.9793252348899841
11.0,6.0,0.9785529375076294
12.0,6.0,0.9985270500183105
13.0,6.0,0.9969954490661621
14.0,6.0,0.9969195127487183
15.0,6.0,0.9975458979606628
16.0,6.0,0.9954447746276855
17.0,6.0,0.9991812109947205
18.0,6.0,0.98479163646698
19.0,7.0,0.9244985580444336
20.0,7.0,0.9880877137184143
21.0,7.0,0.9878866672515869
22.0,7.0,0.9901174902915955
23.0,7.0,0.9872468709945679
24.0,7.0,0.9875370860099792
25.0,7.0,0.990120530128479
26.0,7.0,0.9915449619293213
27.0,7.0,0.9776954054832458
28.0,7.0,0.9908965229988098
29.0,7.0,0.987920880317688
30.0,7.0,0.9869679808616638
31.0,7.0,0.9881384968757629
32.0,7.0,0.9881601333618164
33.0,7.0,0.9908328652381897
