frame,sign,prob
1.0,1.0,0.41523462533950806
2.0,2.0,0.6718336939811707
3.0,1.0,0.4275740683078766
4.0,1.0,0.40641963481903076
5.0,1.0,0.4449464678764343
6.0,1.0,0.3784068524837494
7.0,1.0,0.46384403109550476
8.0,1.0,0.46219295263290405
9.0,1.0,0.44098174571990967
10.0,1.0,0.4130929708480835
11.0,1.0,0.4184853434562683
12.0,1.0,0.4829925000667572
13.0,1.0,0.39960819482803345
17.0,4.0,0.9827460050582886
18.0,4.0,0.842414379119873
19.0,4.0,0.5008395314216614
20.0,5.0,0.5916061401367188
21.0,5.0,0.9676750898361206
22.0,5.0,0.9797416925430298
23.0,5.0,0.9733588695526123
24.0,5.0,0.9874541759490967
25.0,5.0,0.9936238527297974
26.0,5.0,0.8819538354873657
27.0,6.0,0.9686785340309143
28.0,6.0,0.9998047947883606
29.0,6.0,0.9999275207519531
30.0,6.0,0.9999145269393921
31.0,6.0,0.9999247789382935
32.0,6.0,0.9999468326568604
33.0,6.0,0.9999352693557739
34.0,6.0,0.9998724460601807
35.0,6.0,0.9998204112052917
36.0,6.0,0.9998594522476196
37.0,6.0,0.9999183416366577
38.0,6.0,0.9109771251678467
39.0,7.0,0.5167633295059204
42.0,7.0,0.9919386506080627
43.0,7.0,0.9848916530609131
46.0,7.0,0.9862622022628784
48.0,7.0,0.99342280626297
51.0,7.0,0.9890124797821045
52.0,7.0,0.9942989349365234
53.0,7.0,0.763319194316864
