frame,sign,prob
1.0,5.0,0.9961626529693604
2.0,5.0,0.9974551796913147
3.0,5.0,0.9983830451965332
4.0,5.0,0.9980549812316895
5.0,5.0,0.9978867173194885
6.0,5.0,0.9974886178970337
7.0,5.0,0.998019814491272
8.0,5.0,0.9979332685470581
9.0,5.0,0.8929427862167358
10.0,4.0,0.4787244498729706
11.0,6.0,0.9525521993637085
12.0,6.0,0.9982373714447021
14.0,7.0,0.699958324432373
15.0,7.0,0.9747121930122375
16.0,7.0,0.9824496507644653
17.0,2.0,0.3288188576698303
18.0,5.0,0.24589945375919342
19.0,7.0,0.981120765209198
20.0,2.0,0.3005845546722412
21.0,7.0,0.9852522611618042
23.0,7.0,0.9823350310325623
24.0,7.0,0.9782757759094238
25.0,7.0,0.9831777215003967
26.0,7.0,0.9688602089881897
27.0,2.0,0.2855058014392853
28.0,2.0,0.32038646936416626
29.0,7.0,0.9865142703056335
