frame,sign,prob
1.0,4.0,0.9814037084579468
2.0,4.0,0.9606041312217712
3.0,4.0,0.9611433148384094
4.0,6.0,0.42187657952308655
7.0,2.0,0.8244808912277222
8.0,2.0,0.627485990524292
14.0,2.0,0.29773151874542236
15.0,2.0,0.33143872022628784
16.0,2.0,0.2984361946582794
17.0,2.0,0.6434640884399414
18.0,2.0,0.5835164189338684
19.0,2.0,0.3074282109737396
20.0,2.0,0.3530080020427704
21.0,2.0,0.4176391363143921
22.0,2.0,0.4418237507343292
23.0,2.0,0.599733829498291
27.0,4.0,0.6908866167068481
28.0,5.0,0.5424671769142151
29.0,5.0,0.6751017570495605
30.0,5.0,0.5909823179244995
31.0,4.0,0.9113713502883911
32.0,4.0,0.9223626852035522
33.0,6.0,0.998873770236969
34.0,6.0,0.999784529209137
35.0,6.0,0.570241391658783
36.0,6.0,0.9996787309646606
37.0,6.0,0.9999376535415649
38.0,6.0,0.9998703002929688
40.0,7.0,0.9809880256652832
41.0,7.0,0.9189828634262085
42.0,7.0,0.9900903701782227
43.0,7.0,0.977599561214447
44.0,7.0,0.9760032296180725
45.0,7.0,0.9104042649269104
46.0,7.0,0.990269660949707
47.0,7.0,0.9731196761131287
49.0,7.0,0.9695119261741638
50.0,7.0,0.9901404976844788
53.0,2.0,0.9051923155784607
54.0,5.0,0.3379378020763397
