frame,sign,prob
1.0,6.0,0.9682233929634094
2.0,6.0,0.9790301322937012
3.0,6.0,0.9945812821388245
4.0,6.0,0.997492790222168
5.0,7.0,0.8186352849006653
6.0,7.0,0.9693182110786438
7.0,7.0,0.9680876135826111
8.0,7.0,0.9910404086112976
9.0,7.0,0.9908146262168884
10.0,7.0,0.9817573428153992
11.0,7.0,0.9898433685302734
12.0,7.0,0.9845277667045593
13.0,7.0,0.9858798384666443
14.0,7.0,0.9882090091705322
15.0,7.0,0.9913743138313293
16.0,7.0,0.986355721950531
17.0,7.0,0.9880877137184143
18.0,7.0,0.9904316067695618
19.0,7.0,0.9889879822731018
20.0,7.0,0.9865285158157349
21.0,7.0,0.9852352142333984
22.0,7.0,0.9840440154075623
23.0,7.0,0.9872040152549744
24.0,7.0,0.9885242581367493
25.0,7.0,0.989193856716156
26.0,7.0,0.9801269769668579
27.0,7.0,0.9871125817298889
28.0,7.0,0.9862794876098633
29.0,7.0,0.9842731952667236
30.0,7.0,0.9866662621498108
31.0,7.0,0.9431859254837036
32.0,7.0,0.7881863117218018
33.0,4.0,0.43407827615737915
