frame,sign,prob
1.0,5.0,0.9941242337226868
2.0,5.0,0.9957866072654724
3.0,5.0,0.9958332777023315
4.0,5.0,0.9973214268684387
5.0,5.0,0.9973630309104919
6.0,5.0,0.9938778281211853
7.0,5.0,0.9947969317436218
8.0,5.0,0.9954344630241394
9.0,5.0,0.9948444366455078
10.0,5.0,0.9949474334716797
11.0,5.0,0.9960014224052429
12.0,5.0,0.9937015771865845
13.0,5.0,0.9944530129432678
14.0,5.0,0.994111955165863
15.0,5.0,0.9946058392524719
16.0,5.0,0.9937187433242798
17.0,1.0,0.98040372133255
18.0,5.0,0.9880946278572083
19.0,1.0,0.3417638838291168
20.0,1.0,0.9650759696960449
21.0,5.0,0.9930998086929321
22.0,5.0,0.9914249181747437
23.0,5.0,0.9871943593025208
24.0,5.0,0.9795407652854919
25.0,5.0,0.9205160140991211
26.0,4.0,0.8788436055183411
27.0,6.0,0.9883108139038086
28.0,6.0,0.9997722506523132
29.0,6.0,0.999824583530426
30.0,6.0,0.9998939037322998
31.0,6.0,0.9999079704284668
32.0,6.0,0.9999080896377563
33.0,6.0,0.9998506307601929
34.0,6.0,0.9998642206192017
35.0,6.0,0.9996849298477173
36.0,7.0,0.9725797176361084
37.0,7.0,0.985231876373291
38.0,7.0,0.991402804851532
39.0,7.0,0.9919531941413879
40.0,7.0,0.9893755912780762
41.0,7.0,0.9798689484596252
42.0,7.0,0.9921516180038452
43.0,7.0,0.9942597150802612
44.0,7.0,0.9931402802467346
45.0,7.0,0.9944522976875305
46.0,7.0,0.9915044903755188
47.0,7.0,0.9929191470146179
48.0,7.0,0.9911744594573975
49.0,7.0,0.9921895265579224
50.0,7.0,0.9926689863204956
51.0,7.0,0.9945321083068848
52.0,7.0,0.9942337870597839
