frame,sign,prob
1.0,5.0,0.9982059001922607
2.0,5.0,0.9990658164024353
3.0,5.0,0.9991292357444763
4.0,5.0,0.9991132616996765
5.0,5.0,0.9987321496009827
6.0,5.0,0.9990608096122742
7.0,5.0,0.9990861415863037
8.0,5.0,0.9997389912605286
9.0,5.0,0.9998282194137573
10.0,5.0,0.9998656511306763
11.0,5.0,0.999860405921936
12.0,5.0,0.9994871616363525
13.0,5.0,0.962157666683197
14.0,5.0,0.8531423807144165
15.0,5.0,0.8692721128463745
16.0,7.0,0.568337619304657
17.0,7.0,0.9757193922996521
21.0,5.0,0.7065459489822388
22.0,1.0,0.4751260578632355
23.0,1.0,0.5348372459411621
24.0,1.0,0.43586984276771545
25.0,1.0,0.4142547845840454
26.0,1.0,0.47772449254989624
27.0,1.0,0.4604209363460541
28.0,1.0,0.4683566689491272
29.0,1.0,0.4393794536590576
30.0,1.0,0.382831871509552
31.0,1.0,0.38664138317108154
32.0,7.0,0.2948235273361206
33.0,7.0,0.2578137218952179
34.0,7.0,0.3832668364048004
35.0,3.0,0.8386272192001343
36.0,5.0,0.999894380569458
37.0,5.0,0.9999301433563232
38.0,5.0,0.9998410940170288
39.0,5.0,0.9998843669891357
40.0,5.0,0.999886155128479
41.0,5.0,0.9998773336410522
42.0,5.0,0.9998831748962402
43.0,5.0,0.9998793601989746
44.0,5.0,0.9997145533561707
45.0,6.0,0.9869806170463562
46.0,6.0,0.9949634075164795
47.0,6.0,0.9992527365684509
48.0,6.0,0.9994832277297974
49.0,6.0,0.9995951056480408
50.0,6.0,0.9995645880699158
51.0,6.0,0.9995591044425964
52.0,6.0,0.9924535155296326
53.0,7.0,0.7865846753120422
54.0,7.0,0.4311041831970215
55.0,7.0,0.9397041201591492
56.0,7.0,0.9833237528800964
57.0,7.0,0.963567316532135
58.0,7.0,0.9837718605995178
59.0,7.0,0.8915061950683594
60.0,7.0,0.9441842436790466
61.0,7.0,0.9809325933456421
62.0,7.0,0.9811252355575562
63.0,7.0,0.9822697043418884
64.0,7.0,0.9762623906135559
65.0,7.0,0.9820631742477417
66.0,7.0,0.9618220329284668
67.0,7.0,0.9720216393470764
