frame,sign,prob
1.0,1.0,0.36867591738700867
2.0,1.0,0.39852774143218994
3.0,1.0,0.44955238699913025
4.0,1.0,0.4152175188064575
5.0,1.0,0.4441821873188019
6.0,1.0,0.43954724073410034
7.0,1.0,0.4401150941848755
8.0,1.0,0.412925660610199
9.0,1.0,0.36958205699920654
10.0,1.0,0.30913057923316956
14.0,5.0,0.9912236928939819
15.0,5.0,0.9925053715705872
16.0,5.0,0.9621880054473877
17.0,5.0,0.9029715061187744
18.0,5.0,0.8869255185127258
19.0,5.0,0.88360196352005
20.0,5.0,0.8003198504447937
21.0,5.0,0.6753237843513489
22.0,5.0,0.7815309166908264
23.0,5.0,0.6845616698265076
24.0,4.0,0.6828321814537048
25.0,4.0,0.6260511875152588
26.0,4.0,0.7642762064933777
27.0,4.0,0.5956775546073914
28.0,4.0,0.5903298258781433
29.0,4.0,0.585548460483551
30.0,4.0,0.6337290406227112
31.0,4.0,0.7340397834777832
32.0,4.0,0.6036196947097778
33.0,4.0,0.6996415853500366
34.0,4.0,0.7458837032318115
35.0,4.0,0.7262822985649109
36.0,4.0,0.7180706858634949
37.0,4.0,0.7343538999557495
38.0,5.0,0.4720085561275482
39.0,4.0,0.8931816220283508
40.0,6.0,0.9932246804237366
41.0,6.0,0.9997707009315491
42.0,6.0,0.9306170344352722
46.0,7.0,0.9677905440330505
47.0,7.0,0.9456862807273865
48.0,7.0,0.9841834306716919
50.0,7.0,0.9766449928283691
51.0,7.0,0.9934309124946594
52.0,7.0,0.9862536191940308
53.0,7.0,0.9776016473770142
54.0,7.0,0.9904848337173462
55.0,7.0,0.9726794362068176
