frame,sign,prob
1.0,7.0,0.5548545718193054
3.0,7.0,0.44589850306510925
6.0,2.0,0.7513654232025146
7.0,2.0,0.764104425907135
8.0,2.0,0.6446962952613831
9.0,2.0,0.6717727780342102
10.0,2.0,0.7655121684074402
11.0,2.0,0.565493643283844
12.0,2.0,0.47061192989349365
13.0,2.0,0.37932559847831726
14.0,2.0,0.4628506004810333
15.0,2.0,0.567988395690918
16.0,2.0,0.5381022095680237
17.0,2.0,0.36246198415756226
18.0,2.0,0.6055518984794617
19.0,2.0,0.5998164415359497
20.0,1.0,0.44477710127830505
21.0,1.0,0.793066143989563
24.0,4.0,0.6770395636558533
25.0,4.0,0.8026555776596069
26.0,5.0,0.5316129326820374
27.0,5.0,0.7283413410186768
28.0,5.0,0.6827171444892883
29.0,5.0,0.7852877378463745
30.0,4.0,0.7301307320594788
31.0,4.0,0.6330971121788025
32.0,6.0,0.9894704818725586
33.0,6.0,0.9605942368507385
34.0,6.0,0.976475179195404
35.0,6.0,0.9871823787689209
36.0,6.0,0.999235987663269
37.0,6.0,0.9978197813034058
38.0,6.0,0.9985358715057373
39.0,6.0,0.9995090961456299
40.0,6.0,0.9974116683006287
41.0,6.0,0.9979133009910583
42.0,7.0,0.9790827631950378
44.0,7.0,0.989793062210083
46.0,7.0,0.9859203696250916
47.0,7.0,0.9918393492698669
48.0,7.0,0.994840681552887
49.0,7.0,0.9655587077140808
