frame,sign,prob
1.0,1.0,0.42954736948013306
2.0,1.0,0.419545441865921
3.0,1.0,0.3856375813484192
4.0,1.0,0.3730817437171936
5.0,1.0,0.38791623711586
6.0,1.0,0.38935428857803345
7.0,1.0,0.33611151576042175
8.0,1.0,0.32948222756385803
10.0,2.0,0.5544639825820923
13.0,5.0,0.9991556406021118
14.0,5.0,0.9994668364524841
15.0,5.0,0.9995012283325195
16.0,5.0,0.9995325803756714
17.0,5.0,0.9995878338813782
18.0,5.0,0.9995877146720886
19.0,5.0,0.9995889067649841
20.0,5.0,0.999690055847168
21.0,5.0,0.9997466206550598
22.0,5.0,0.9995741248130798
23.0,5.0,0.4953133463859558
24.0,6.0,0.9851344227790833
25.0,6.0,0.9968372583389282
26.0,6.0,0.9973908066749573
27.0,6.0,0.9991463422775269
28.0,6.0,0.9995530247688293
29.0,6.0,0.9990942478179932
30.0,6.0,0.9996170997619629
31.0,6.0,0.9996154308319092
32.0,7.0,0.7606164813041687
33.0,7.0,0.992790937423706
34.0,7.0,0.974454939365387
35.0,7.0,0.9924443364143372
36.0,7.0,0.9878684878349304
37.0,7.0,0.988312304019928
38.0,7.0,0.977912962436676
39.0,7.0,0.9868250489234924
40.0,7.0,0.9653893709182739
41.0,7.0,0.977360188961029
42.0,7.0,0.9853274822235107
43.0,7.0,0.9746672511100769
44.0,7.0,0.9717457890510559
45.0,7.0,0.9851321578025818
46.0,7.0,0.9856938123703003
47.0,7.0,0.9886731505393982
