frame,sign,prob
1.0,5.0,0.8640231490135193
2.0,5.0,0.8973203301429749
3.0,5.0,0.866959273815155
4.0,5.0,0.8409601449966431
5.0,5.0,0.8828846216201782
6.0,5.0,0.885953962802887
7.0,5.0,0.8820801973342896
8.0,5.0,0.8077586889266968
9.0,5.0,0.8839532732963562
10.0,5.0,0.8719184398651123
11.0,5.0,0.7980934381484985
12.0,5.0,0.816604733467102
13.0,5.0,0.8939005136489868
14.0,4.0,0.7106859087944031
15.0,6.0,0.9712311625480652
16.0,6.0,0.9980704188346863
17.0,6.0,0.9994156360626221
18.0,6.0,0.9994375109672546
19.0,6.0,0.9995121955871582
20.0,6.0,0.9994186162948608
21.0,6.0,0.9992017149925232
22.0,7.0,0.973510205745697
23.0,7.0,0.966896653175354
24.0,7.0,0.9579938650131226
25.0,7.0,0.9802655577659607
26.0,7.0,0.9683868885040283
27.0,7.0,0.9669332504272461
28.0,7.0,0.9682356715202332
29.0,7.0,0.9737215042114258
30.0,7.0,0.979036271572113
31.0,7.0,0.9781336188316345
32.0,7.0,0.9750287532806396
33.0,7.0,0.9675919413566589
34.0,7.0,0.9701215624809265
35.0,7.0,0.9808474779129028
36.0,7.0,0.9785566329956055
37.0,7.0,0.9752022624015808
38.0,7.0,0.9572252631187439
