frame,sign,prob
1.0,1.0,0.31256645917892456
2.0,1.0,0.5830958485603333
6.0,5.0,0.9716853499412537
7.0,5.0,0.9787560701370239
8.0,5.0,0.9683465361595154
9.0,5.0,0.9901132583618164
10.0,5.0,0.9874318838119507
11.0,5.0,0.9869437217712402
12.0,5.0,0.9842235445976257
13.0,5.0,0.993111252784729
14.0,5.0,0.9934812784194946
15.0,5.0,0.9933016300201416
16.0,5.0,0.963653564453125
17.0,4.0,0.9801186323165894
18.0,6.0,0.9956048727035522
19.0,6.0,0.9975503087043762
20.0,6.0,0.9995662569999695
21.0,6.0,0.9994810223579407
22.0,6.0,0.998890221118927
23.0,6.0,0.9995386600494385
24.0,6.0,0.9986831545829773
26.0,6.0,0.9993686079978943
27.0,6.0,0.9360760450363159
28.0,7.0,0.500723123550415
29.0,7.0,0.9910879731178284
30.0,7.0,0.9868220090866089
31.0,7.0,0.9855641722679138
32.0,7.0,0.9949744939804077
33.0,7.0,0.9946147799491882
34.0,7.0,0.9934836030006409
35.0,7.0,0.9937573671340942
36.0,7.0,0.9923317432403564
37.0,7.0,0.9895694851875305
38.0,7.0,0.9934648871421814
39.0,7.0,0.993282675743103
40.0,7.0,0.9851688146591187
41.0,7.0,0.9907097816467285
43.0,7.0,0.9936222434043884
44.0,7.0,0.9878033995628357
