frame,sign,prob
1.0,2.0,0.32682693004608154
2.0,5.0,0.2441149204969406
3.0,5.0,0.3291882574558258
4.0,2.0,0.43352964520454407
5.0,2.0,0.3055497109889984
6.0,5.0,0.26203101873397827
7.0,5.0,0.33667922019958496
8.0,2.0,0.4086286425590515
9.0,2.0,0.29409533739089966
10.0,2.0,0.4035126268863678
12.0,2.0,0.6339707374572754
13.0,4.0,0.8512018918991089
14.0,5.0,0.9758800268173218
15.0,5.0,0.9953209757804871
16.0,5.0,0.9984639883041382
17.0,5.0,0.9971752166748047
18.0,5.0,0.9986746311187744
19.0,5.0,0.9990702271461487
20.0,5.0,0.9984014630317688
21.0,2.0,0.809638500213623
22.0,2.0,0.5490859150886536
23.0,2.0,0.6552301645278931
24.0,5.0,0.6617587804794312
25.0,2.0,0.8252997398376465
26.0,2.0,0.68815678358078
27.0,6.0,0.9985861778259277
28.0,2.0,0.7377795577049255
29.0,6.0,0.9997796416282654
30.0,6.0,0.9999486207962036
31.0,6.0,0.9999829530715942
32.0,6.0,0.9999651908874512
33.0,6.0,0.9999666213989258
34.0,2.0,0.6694771647453308
35.0,6.0,0.9999690055847168
36.0,6.0,0.999930739402771
37.0,2.0,0.8588370680809021
38.0,2.0,0.658926784992218
39.0,2.0,0.5793359875679016
40.0,2.0,0.550990641117096
41.0,2.0,0.8172672986984253
42.0,2.0,0.75971919298172
43.0,2.0,0.6799255013465881
44.0,2.0,0.8011888265609741
45.0,2.0,0.863516628742218
46.0,7.0,0.9936327338218689
47.0,2.0,0.7911726832389832
48.0,7.0,0.9915956854820251
49.0,7.0,0.9905639886856079
50.0,1.0,0.32029229402542114
51.0,7.0,0.9931790828704834
52.0,7.0,0.9947708249092102
53.0,7.0,0.9927536845207214
