frame,sign,prob
1.0,2.0,0.8120931386947632
2.0,2.0,0.7799878716468811
3.0,2.0,0.7697307467460632
4.0,2.0,0.7441552877426147
5.0,2.0,0.7515450716018677
6.0,2.0,0.7506044507026672
7.0,2.0,0.7315266728401184
8.0,2.0,0.7425196170806885
9.0,2.0,0.6880601644515991
10.0,2.0,0.732613205909729
11.0,2.0,0.7410274147987366
12.0,2.0,0.7661046981811523
13.0,2.0,0.6928581595420837
17.0,2.0,0.32158392667770386
18.0,4.0,0.670670211315155
19.0,6.0,0.999244213104248
20.0,6.0,0.9991845488548279
21.0,6.0,0.9971781969070435
22.0,6.0,0.9980219602584839
23.0,4.0,0.3860212564468384
24.0,7.0,0.9208899140357971
25.0,7.0,0.9662442803382874
26.0,7.0,0.9857455492019653
27.0,7.0,0.9841718077659607
28.0,7.0,0.9863256812095642
29.0,7.0,0.9882268309593201
30.0,7.0,0.9862003326416016
31.0,1.0,0.28187280893325806
32.0,7.0,0.9897496104240417
33.0,7.0,0.9922228455543518
34.0,7.0,0.9915801882743835
35.0,7.0,0.9903743267059326
36.0,7.0,0.9863808751106262
37.0,7.0,0.9909993410110474
38.0,1.0,0.45844021439552307
39.0,1.0,0.5009776949882507
40.0,7.0,0.9913390278816223
41.0,7.0,0.9896719455718994
42.0,7.0,0.9903399348258972
43.0,7.0,0.9893187880516052
